name,equipment,primary_muscle,secondary_muscle,video,thumbnail,howTo
Incline Bench Press (Smith Machine),Machine,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0166_video.mp4,assets/media/exercises/ex_0166_thumbnail.jpg,"1. Place an incline bench under the Smith machine. The bar should be directly over your mid-chest when you lie down. | 2. Set the bar at a height you can reach without fully extending your arms. | 3. Lie down, grab the bar with an overhand grip (palms facing forward), and dig your shoulder blades into the bench. | 4. Engage your abs and press the bar up, rotating it to remove the safety. | 5. Take a breath and lower the bar to your chest. | 6. Press it back to the top and exhale. | 7. Once finished, rack the bar."
Incline Chest Fly (Dumbbell),Dumbbell,Chest,None,assets/media/exercises/ex_0167_video.mp4,assets/media/exercises/ex_0167_thumbnail.jpg,"1. Grab a pair of dumbbells and sit at the base of an incline gym bench. | 2. Place the weights on top of your thighs and lie back slowly. | 3. Lift the dumbbells over your chest and extend your arms. | 4. Bring your shoulders back and take a breath. | 5. Extend your arms to your sides until your elbows are at torso level. Keep your elbows slightly bent. | 6. Bring your arms in, squeezing your chest, and tap the dumbbells at the top. Exhale."
Incline Chest Press (Machine),Machine,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0168_video.mp4,assets/media/exercises/ex_0168_thumbnail.jpg,"1. Add the appropriate amount of weight. | 2. Adjust the seat height so you can comfortably grab the handles and keep your elbows tucked as you sit down. | 3. Sit down, plant your feet on the floor, and grab the handles. | 4. Retract your shoulder blades, engage your abs, and take a breath. | 5. Press the handles up and overhead in one fluid motion, exhaling at the top. | 6. Slowly bend your arms as you breathe in."
Incline Push Ups,None,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0169_video.mp4,assets/media/exercises/ex_0169_thumbnail.jpg,"1. Place your hands on the edge of a sturdy object (plyo box, gym bench, or a chair). | 2. Straighten your body as you would for a regular push-up. | 3. Bring your shoulders back and squeeze your glutes. | 4. Take a breath and lower yourself to the object you’re using, tapping your chest at the bottom position. | 5. Press yourself back to the top and fully extend your arms as you exhale."
Inverted Row,Machine,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0170_video.mp4,assets/media/exercises/ex_0170_thumbnail.jpg,"1. Set a bar for the rows at around hip height. You can use a Smith machine. | 2. Grab the bar with an overhand grip and tuck yourself underneath. | 3. With your arms straight and bar over your chest, extend your body and balance your lower half on your heels. | 4. Engage your glutes and abs, bring your chest out, and take a breath. Your body should be as straight as an arrow. | 5. Pull through your elbows to bring your body toward the bar. Touch the bar to your chest without flaring your elbows. Breathe out. | 6. Slowly lower yourself to the starting position as you breathe in."
Iso-Lateral Chest Press (Machine),Machine,Chest,"Shoulders, Triceps",assets/media/exercises/ex_0171_video.mp4,assets/media/exercises/ex_0171_thumbnail.jpg,"1. Add the appropriate weight to the machine. | 2. Adjust the seat height. You should be able to press without flaring your elbows. | 3. Sit down and grab the handles with an overhand grip (palms facing down). | 4. Bring your shoulders back, plant your feet on the floor, and take a breath. | 5. Press the handles forward and up, exhaling as your arms straighten. | 6. Bend your elbows as you breathe in."
Iso-Lateral High Row (Machine),Machine,Lats,"Upper Back, Biceps, Forearms",assets/media/exercises/ex_0172_video.mp4,assets/media/exercises/ex_0172_thumbnail.jpg,"1. Load the machine and set the thigh pad for your legs to fit snugly. | 2. Sit down and grab the handles. | 3. Bring your shoulders back, engage your abs, and take a breath. | 4. Pull the handles to your torso, squeezing your back muscles, and breathe out. | 5. Slowly extend your arms as you breathe in."
Iso-Lateral Low Row,Machine,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0173_video.mp4,assets/media/exercises/ex_0173_thumbnail.jpg,"1. Add the appropriate amount of weight. | 2. Sit down with your stomach and chest against the pad. | 3. Reach forward and grab the two handles. | 4. Retract your shoulder blades, take a deep breath, and engage your abs. | 5. Pull both handles until your elbows are at your sides, and squeeze your back muscles as you exhale. | 6. Slowly extend your arms as you breathe in."
Iso-Lateral Row (Machine),Machine,Upper Back,"Lats, Biceps, Forearms",assets/media/exercises/ex_0174_video.mp4,assets/media/exercises/ex_0174_thumbnail.jpg,"1. Add the appropriate weight to the machine. | 2. Adjust the seat height to have your torso against the front pad when you sit down. | 3. Sit down, plant your feet flat, position your torso against the pad, and grab the handles. | 4. Bring your shoulders back and take a breath. | 5. Pull the handles to your sides, squeezing your back at the top of the repetition and exhaling. | 6. Slowly extend your arms while keeping your shoulders retracted and breathe in."
Jack Knife (Suspension),Suspension,Abdominals,None,assets/media/exercises/ex_0175_video.mp4,assets/media/exercises/ex_0175_thumbnail.jpg,"1. Secure your feet on the handles of a suspension kit. | 2. Extend your body into a push-up position with your arms straight, shoulders back, and abs tight. | 3. Take a breath and tuck your knees, bringing them close to your elbows. Breathe out. | 4. Slowly extend your knees as you breathe in."
Jackknife Sit Up,None,Abdominals,None,assets/media/exercises/ex_0176_video.mp4,assets/media/exercises/ex_0176_thumbnail.jpg,"1. Lie flat on the floor with your legs straight and arms at your sides. Your heels, legs, butt, upper back, head, and arms should be in contact with the floor. | 2. Engage your abs and raise your legs as you bend your knees. | 3. Simultaneously lift your torso, bringing your arms toward your lower body. Exhale. | 4. Extend your body back to the starting position and breathe in on the way down."
JM Press (Barbell),Barbell,Triceps,"Chest, Shoulders",assets/media/exercises/ex_0177_video.mp4,assets/media/exercises/ex_0177_thumbnail.jpg,"1. Set the barbell at a height where you can reach it without fully extending your arms. | 2. Lie on the bench, reach up, grab the bar with a shoulder-width grip, and unrack it. | 3. Position the bar over your chest with your arms straight, just as you would during a standard bench press. | 4. Plant your feet on the floor, retract your shoulder blades, take a deep breath, and engage your abs. | 5. Slowly bend your elbows, lowering the barbell to your upper chest. | 6. Pause briefly and fully extend your arms as you exhale."
Jump Rope,Other,Cardio,None,None,assets/media/exercises/ex_0178_thumbnail.jpg,
Jump Shrug,Barbell,Full Body,None,assets/media/exercises/ex_0179_video.mp4,assets/media/exercises/ex_0179_thumbnail.jpg,"1. Grab a barbell with an overhand grip (palms facing back) and stand tall. Your hands should be just outside your thighs. | 2. Bring your shoulders back and engage your abs. | 3. Lean your torso forward slightly by hinging at the hip. | 4. Take a breath, bend your knees slightly, and press through your heels to jump. | 5. Immediately shrug your shoulders as high as possible and exhale."
Jump Squat,None,Quadriceps,"Hamstrings, Glutes, Calves",assets/media/exercises/ex_0180_video.mp4,assets/media/exercises/ex_0180_thumbnail.jpg,"1. Stand tall with your feet shoulder-width apart and toes pointing slightly out. | 2. Bring your shoulders back, engage your abs, and position your hands in front of your torso. | 3. Take a breath and descend halfway into a squat. | 4. Press through your heels to move up and immediately jump as high as possible, swinging your arms to your sides and behind your body as you exhale. | 5. Take another breath as you land and descend into another squat."
Jumping Jack,None,Full Body,None,assets/media/exercises/ex_0181_video.mp4,assets/media/exercises/ex_0181_thumbnail.jpg,"1. Stand tall with your arms to your sides, legs straight, and feet together. | 2. Engage your abs and take a breath. | 3. Hop and bring your feet out as you extend your arms to your sides and over your head. | 4. Jump again and bring your feet together and arms to your sides. Exhale. | 5. Keep repeating rhythmically, hopping just a couple of inches off the floor, and breathing regularly."
Jumping Lunge,None,Quadriceps,"Hamstrings, Glutes, Calves",assets/media/exercises/ex_0182_video.mp4,assets/media/exercises/ex_0182_thumbnail.jpg,"1. Stand tall with your feet a few inches apart, arms to your sides, and shoulders back. | 2. Engage your abs and take a breath. | 3. Jump vertically and immediately bring your right leg forward and your left leg back. | 4. As you land on your front foot and the ball of your left foot, immediately sink into a lunge. | 5. Descend until your front thigh is almost parallel to the floor. | 6. Press through your front heels to move up and immediately jump. Exhale as you start moving up. | 7. Switch leg positions while in the air, breathe in, and sink into another lunge. | 8. Keep jumping and switching leg positions, doing a lunge in between."
Kettlebell Around the World,Kettlebell,Shoulders,"Traps, Chest, Abdominals",assets/media/exercises/ex_0183_video.mp4,assets/media/exercises/ex_0183_thumbnail.jpg,"1. Hold a kettlebell in your right hand and stand tall with your feet hip-width apart and shoulders back. | 2. Engage your abs and breathe in. | 3. Move the kettlebell to the left in front of your body and switch hands, grabbing the weight with your left hand. | 4. Continue the rotation by moving the kettlebell back and around your body. | 5. As the kettlebell gets to your buttocks, reach back with your right hand and grab it, continuing the rotation in the same direction. | 6. Continue switching hands as the kettlebell rotates around your waist and breathe steadily. Maintain a consistent tempo and keep your abs tense. | 7. Once finished rotating the weight in one direction, do the same number of reps in the opposite direction."
